Year,Period,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value,CV (%)
2007,END OF DEC,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,WAYNE,153,71,
2007,END OF DEC,MISSISSIPPI,28,SOUTHWEST,70,ADAMS,1, (D),
2007,END OF DEC,MISSISSIPPI,28,SOUTHWEST,70,AMITE,5, (D),
2007,END OF DEC,MISSISSIPPI,28,SOUTHWEST,70,CLAIBORNE,21,6,
2007,END OF DEC,MISSISSIPPI,28,SOUTHWEST,70,COPIAH,29,29,
2007,END OF DEC,MISSISSIPPI,28,SOUTHWEST,70,FRANKLIN,37,18,
2007,END OF DEC,MISSISSIPPI,28,SOUTHWEST,70,HINDS,49,323,
2007,END OF DEC,MISSISSIPPI,28,SOUTHWEST,70,JEFFERSON,63, (D),
2007,END OF DEC,MISSISSIPPI,28,SOUTHWEST,70,LINCOLN,85,42,
2007,END OF DEC,MISSISSIPPI,28,SOUTHWEST,70,WARREN,149, (D),
2007,END OF DEC,MISSISSIPPI,28,SOUTHWEST,70,WILKINSON,157, (D),
2007,END OF DEC,MISSISSIPPI,28,UPPER DELTA,10,BOLIVAR,11, (D),
2007,END OF DEC,MISSISSIPPI,28,UPPER DELTA,10,COAHOMA,27, (D),
2007,END OF DEC,MISSISSIPPI,28,UPPER DELTA,10,QUITMAN,119, (D),
2007,END OF DEC,MISSISSIPPI,28,UPPER DELTA,10,TALLAHATCHIE,135, (D),
2007,END OF DEC,MISSOURI,29,CENTRAL,50,BENTON,15,17,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,BOONE,19,"1,737",
2007,END OF DEC,MISSOURI,29,CENTRAL,50,CALLAWAY,27,312,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,CAMDEN,29,65,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,COLE,51,187,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,COOPER,53,45,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,DALLAS,59,74,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,HICKORY,85,17,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,HOWARD,89,9,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,LACLEDE,105,45,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,MARIES,125,129,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,MILLER,131,162,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,MONITEAU,135,66,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,MORGAN,141,35,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,OSAGE,151,6,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,PETTIS,159,171,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,PHELPS,161,8,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,POLK,167,188,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,PULASKI,169,21,
2007,END OF DEC,MISSOURI,29,CENTRAL,50,SALINE,195,10,
2007,END OF DEC,MISSOURI,29,EAST,60,CRAWFORD,55,18,
2007,END OF DEC,MISSOURI,29,EAST,60,FRANKLIN,71,291,
2007,END OF DEC,MISSOURI,29,EAST,60,GASCONADE,73,80,
2007,END OF DEC,MISSOURI,29,EAST,60,JEFFERSON,99,40,
2007,END OF DEC,MISSOURI,29,EAST,60,LINCOLN,113,30,
2007,END OF DEC,MISSOURI,29,EAST,60,MONTGOMERY,139,409,
2007,END OF DEC,MISSOURI,29,EAST,60,PERRY,157, (D),
2007,END OF DEC,MISSOURI,29,EAST,60,ST CHARLES,183,444,
2007,END OF DEC,MISSOURI,29,EAST,60,ST FRANCOIS,187,43,
2007,END OF DEC,MISSOURI,29,EAST,60,ST LOUIS,189,574,
2007,END OF DEC,MISSOURI,29,EAST,60,STE GENEVIEVE,186,15,
2007,END OF DEC,MISSOURI,29,EAST,60,WARREN,219,26,
2007,END OF DEC,MISSOURI,29,EAST,60,WASHINGTON,221, (D),
2007,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,ADAIR,1, (D),
2007,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,CARROLL,33,5,
2007,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,CHARITON,41, (D),
2007,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,GRUNDY,79,20,
2007,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,LINN,115, (D),
2007,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,LIVINGSTON,117, (D),
2007,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,MACON,121,25,
2007,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,MERCER,129, (D),
2007,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,PUTNAM,171,4,
2007,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175,18,
2007,END OF DEC,MISSOURI,29,NORTH CENTRAL,20,SULLIVAN,211, (D),
2007,END OF DEC,MISSOURI,29,NORTHEAST,30,AUDRAIN,7,304,
2007,END OF DEC,MISSOURI,29,NORTHEAST,30,CLARK,45,18,
2007,END OF DEC,MISSOURI,29,NORTHEAST,30,KNOX,103, (D),
2007,END OF DEC,MISSOURI,29,NORTHEAST,30,MARION,127,5,
2007,END OF DEC,MISSOURI,29,NORTHEAST,30,MONROE,137,23,
2007,END OF DEC,MISSOURI,29,NORTHEAST,30,PIKE,163,278,
2007,END OF DEC,MISSOURI,29,NORTHEAST,30,RALLS,173,242,
2007,END OF DEC,MISSOURI,29,NORTHEAST,30,SCOTLAND,199, (D),
2007,END OF DEC,MISSOURI,29,NORTHEAST,30,SHELBY,205, (D),
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,ANDREW,3,14,
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,BUCHANAN,21,58,
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,CALDWELL,25,76,
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,CLAY,47,57,
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,CLINTON,49, (D),
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,DAVIESS,61,25,
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,DE KALB,63,10,
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,GENTRY,75, (D),
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,HARRISON,81,89,
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,HOLT,87,8,
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,NODAWAY,147,8,
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,PLATTE,165,86,
2007,END OF DEC,MISSOURI,29,NORTHWEST,10,RAY,177,12,
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,BOLLINGER,17,4,
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,CARTER,35, (D),
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,DENT,65,135,
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,DOUGLAS,67,28,
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,HOWELL,91,28,
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,IRON,93, (D),
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,MADISON,123,6,
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,OREGON,149, (D),
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,OZARK,153,17,
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,RIPLEY,181,14,
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,SHANNON,203, (D),
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,TANEY,213,11,
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,TEXAS,215,108,
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,WAYNE,223,35,
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,WEBSTER,225,64,
2007,END OF DEC,MISSOURI,29,SOUTH CENTRAL,80,WRIGHT,229,70,
2007,END OF DEC,MISSOURI,29,SOUTHEAST,90,BUTLER,23, (D),
2007,END OF DEC,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31,239,
2007,END OF DEC,MISSOURI,29,SOUTHEAST,90,DUNKLIN,69, (D),
2007,END OF DEC,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133, (D),
2007,END OF DEC,MISSOURI,29,SOUTHEAST,90,NEW MADRID,143, (D),
2007,END OF DEC,MISSOURI,29,SOUTHEAST,90,PEMISCOT,155, (D),
2007,END OF DEC,MISSOURI,29,SOUTHEAST,90,SCOTT,201,52,
2007,END OF DEC,MISSOURI,29,SOUTHEAST,90,STODDARD,207, (D),
2007,END OF DEC,MISSOURI,29,SOUTHWEST,70,BARRY,9,80,
2007,END OF DEC,MISSOURI,29,SOUTHWEST,70,BARTON,11,24,
2007,END OF DEC,MISSOURI,29,SOUTHWEST,70,CHRISTIAN,43,14,
2007,END OF DEC,MISSOURI,29,SOUTHWEST,70,DADE,57, (D),
2007,END OF DEC,MISSOURI,29,SOUTHWEST,70,GREENE,77,458,
2007,END OF DEC,MISSOURI,29,SOUTHWEST,70,JASPER,97,223,
2007,END OF DEC,MISSOURI,29,SOUTHWEST,70,LAWRENCE,109,56,
2007,END OF DEC,MISSOURI,29,SOUTHWEST,70,MCDONALD,119,239,
2007,END OF DEC,MISSOURI,29,SOUTHWEST,70,NEWTON,145,84,
2007,END OF DEC,MISSOURI,29,SOUTHWEST,70,STONE,209,76,
2007,END OF DEC,MISSOURI,29,WEST,40,BATES,13,66,
2007,END OF DEC,MISSOURI,29,WEST,40,CASS,37,68,
2007,END OF DEC,MISSOURI,29,WEST,40,CEDAR,39,74,
2007,END OF DEC,MISSOURI,29,WEST,40,HENRY,83,141,
2007,END OF DEC,MISSOURI,29,WEST,40,JACKSON,95, (D),
2007,END OF DEC,MISSOURI,29,WEST,40,JOHNSON,101,33,
2007,END OF DEC,MISSOURI,29,WEST,40,LAFAYETTE,107,824,
2007,END OF DEC,MISSOURI,29,WEST,40,ST CLAIR,185,6,
2007,END OF DEC,MISSOURI,29,WEST,40,VERNON,217,53,
2007,END OF DEC,MONTANA,30,CENTRAL,50,BROADWATER,7, (D),
2007,END OF DEC,MONTANA,30,CENTRAL,50,CASCADE,13, (D),
2007,END OF DEC,MONTANA,30,CENTRAL,50,FERGUS,27,"6,722",
2007,END OF DEC,MONTANA,30,CENTRAL,50,JUDITH BASIN,45, (D),
2007,END OF DEC,MONTANA,30,CENTRAL,50,LEWIS AND CLARK,49,"2,731",
2007,END OF DEC,MONTANA,30,NORTH CENTRAL,20,BLAINE,5, (D),
2007,END OF DEC,MONTANA,30,NORTH CENTRAL,20,CHOUTEAU,15, (D),
2007,END OF DEC,MONTANA,30,NORTH CENTRAL,20,GLACIER,35,"1,300",
2007,END OF DEC,MONTANA,30,NORTH CENTRAL,20,PHILLIPS,71, (D),
2007,END OF DEC,MONTANA,30,NORTH CENTRAL,20,PONDERA,73, (D),
2007,END OF DEC,MONTANA,30,NORTH CENTRAL,20,TETON,99, (D),
2007,END OF DEC,MONTANA,30,NORTH CENTRAL,20,TOOLE,101, (D),
2007,END OF DEC,MONTANA,30,NORTHEAST,30,DAWSON,21, (D),
2007,END OF DEC,MONTANA,30,NORTHEAST,30,GARFIELD,33, (D),
2007,END OF DEC,MONTANA,30,NORTHEAST,30,RICHLAND,83, (D),
2007,END OF DEC,MONTANA,30,NORTHEAST,30,ROOSEVELT,85, (D),
2007,END OF DEC,MONTANA,30,NORTHEAST,30,VALLEY,105,"3,813",
2007,END OF DEC,MONTANA,30,NORTHWEST,10,DEER LODGE,23, (D),
2007,END OF DEC,MONTANA,30,NORTHWEST,10,FLATHEAD,29,"1,087",
2007,END OF DEC,MONTANA,30,NORTHWEST,10,GRANITE,39, (D),
2007,END OF DEC,MONTANA,30,NORTHWEST,10,LAKE,47, (D),
2007,END OF DEC,MONTANA,30,NORTHWEST,10,LINCOLN,53,"2,468",
2007,END OF DEC,MONTANA,30,NORTHWEST,10,MISSOULA,63, (D),
2007,END OF DEC,MONTANA,30,NORTHWEST,10,POWELL,77, (D),
2007,END OF DEC,MONTANA,30,NORTHWEST,10,RAVALLI,81, (D),
2007,END OF DEC,MONTANA,30,NORTHWEST,10,SANDERS,89,814,
2007,END OF DEC,MONTANA,30,SOUTH CENTRAL,80,BIG HORN,3,"4,302",
2007,END OF DEC,MONTANA,30,SOUTH CENTRAL,80,PARK,67,"2,904",
2007,END OF DEC,MONTANA,30,SOUTH CENTRAL,80,STILLWATER,95, (D),
2007,END OF DEC,MONTANA,30,SOUTH CENTRAL,80,SWEET GRASS,97,806,
2007,END OF DEC,MONTANA,30,SOUTH CENTRAL,80,YELLOWSTONE,111,"8,700",
2007,END OF DEC,MONTANA,30,SOUTHEAST,90,CARTER,11,25,
2007,END OF DEC,MONTANA,30,SOUTHEAST,90,CUSTER,17, (D),
2007,END OF DEC,MONTANA,30,SOUTHEAST,90,FALLON,25, (D),
2007,END OF DEC,MONTANA,30,SOUTHEAST,90,POWDER RIVER,75, (D),
2007,END OF DEC,MONTANA,30,SOUTHEAST,90,ROSEBUD,87, (D),
2007,END OF DEC,MONTANA,30,SOUTHEAST,90,WIBAUX,109, (D),
2007,END OF DEC,MONTANA,30,SOUTHWEST,70,BEAVERHEAD,1, (D),
2007,END OF DEC,MONTANA,30,SOUTHWEST,70,GALLATIN,31,"5,382",
2007,END OF DEC,MONTANA,30,SOUTHWEST,70,JEFFERSON,43, (D),
2007,END OF DEC,MONTANA,30,SOUTHWEST,70,MADISON,57,"6,000",
2007,END OF DEC,NEBRASKA,31,CENTRAL,50,BUFFALO,19,820,
2007,END OF DEC,NEBRASKA,31,CENTRAL,50,CUSTER,41,420,
2007,END OF DEC,NEBRASKA,31,CENTRAL,50,DAWSON,47,878,
2007,END OF DEC,NEBRASKA,31,CENTRAL,50,HALL,79,225,
2007,END OF DEC,NEBRASKA,31,CENTRAL,50,HOWARD,93,"3,534",
2007,END OF DEC,NEBRASKA,31,CENTRAL,50,VALLEY,175, (D),
2007,END OF DEC,NEBRASKA,31,EAST,60,BUTLER,23,16,
2007,END OF DEC,NEBRASKA,31,EAST,60,CASS,25,32,
2007,END OF DEC,NEBRASKA,31,EAST,60,COLFAX,37,7,
2007,END OF DEC,NEBRASKA,31,EAST,60,DODGE,53, (D),
2007,END OF DEC,NEBRASKA,31,EAST,60,DOUGLAS,55,120,
2007,END OF DEC,NEBRASKA,31,EAST,60,HAMILTON,81, (D),
2007,END OF DEC,NEBRASKA,31,EAST,60,LANCASTER,109,237,
2007,END OF DEC,NEBRASKA,31,EAST,60,PLATTE,141, (D),
2007,END OF DEC,NEBRASKA,31,EAST,60,SARPY,153,43,
2007,END OF DEC,NEBRASKA,31,EAST,60,SAUNDERS,155,192,
2007,END OF DEC,NEBRASKA,31,EAST,60,SEWARD,159,726,
2007,END OF DEC,NEBRASKA,31,EAST,60,WASHINGTON,177,808,
2007,END OF DEC,NEBRASKA,31,EAST,60,YORK,185,41,
2007,END OF DEC,NEBRASKA,31,NORTH,20,ARTHUR,5, (D),
2007,END OF DEC,NEBRASKA,31,NORTH,20,BOYD,15, (D),
2007,END OF DEC,NEBRASKA,31,NORTH,20,CHERRY,31, (D),
2007,END OF DEC,NEBRASKA,31,NORTH,20,GARFIELD,71, (D),
2007,END OF DEC,NEBRASKA,31,NORTH,20,HOLT,89, (D),
2007,END OF DEC,NEBRASKA,31,NORTH,20,ROCK,149, (D),
2007,END OF DEC,NEBRASKA,31,NORTHEAST,30,ANTELOPE,3,70,
2007,END OF DEC,NEBRASKA,31,NORTHEAST,30,BURT,21, (D),
2007,END OF DEC,NEBRASKA,31,NORTHEAST,30,CEDAR,27, (D),
2007,END OF DEC,NEBRASKA,31,NORTHEAST,30,CUMING,39,"3,000",
2007,END OF DEC,NEBRASKA,31,NORTHEAST,30,DAKOTA,43, (D),
2007,END OF DEC,NEBRASKA,31,NORTHEAST,30,MADISON,119,71,
2007,END OF DEC,NEBRASKA,31,NORTHEAST,30,STANTON,167, (D),
2007,END OF DEC,NEBRASKA,31,NORTHWEST,10,BANNER,7, (D),
2007,END OF DEC,NEBRASKA,31,NORTHWEST,10,BOX BUTTE,13,21,
2007,END OF DEC,NEBRASKA,31,NORTHWEST,10,DAWES,45,"1,552",
2007,END OF DEC,NEBRASKA,31,NORTHWEST,10,GARDEN,69, (D),
2007,END OF DEC,NEBRASKA,31,NORTHWEST,10,MORRILL,123, (D),
2007,END OF DEC,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,123,
2007,END OF DEC,NEBRASKA,31,NORTHWEST,10,SHERIDAN,161,"3,700",
2007,END OF DEC,NEBRASKA,31,SOUTH,80,ADAMS,1, (D),
2007,END OF DEC,NEBRASKA,31,SOUTH,80,FRANKLIN,61, (D),
2007,END OF DEC,NEBRASKA,31,SOUTH,80,FURNAS,65, (D),
2007,END OF DEC,NEBRASKA,31,SOUTH,80,HARLAN,83, (D),
2007,END OF DEC,NEBRASKA,31,SOUTHEAST,90,CLAY,35, (D),
2007,END OF DEC,NEBRASKA,31,SOUTHEAST,90,GAGE,67,77,
2007,END OF DEC,NEBRASKA,31,SOUTHEAST,90,JEFFERSON,95,314,
2007,END OF DEC,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97, (D),
2007,END OF DEC,NEBRASKA,31,SOUTHEAST,90,OTOE,131, (D),
2007,END OF DEC,NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,13,
2007,END OF DEC,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,7,
2007,END OF DEC,NEBRASKA,31,SOUTHEAST,90,SALINE,151, (D),
2007,END OF DEC,NEBRASKA,31,SOUTHWEST,70,CHASE,29, (D),
2007,END OF DEC,NEBRASKA,31,SOUTHWEST,70,HAYES,85, (D),
2007,END OF DEC,NEBRASKA,31,SOUTHWEST,70,HITCHCOCK,87, (D),
2007,END OF DEC,NEBRASKA,31,SOUTHWEST,70,KEITH,101,21,
2007,END OF DEC,NEBRASKA,31,SOUTHWEST,70,LINCOLN,111, (D),
2007,END OF DEC,NEBRASKA,31,SOUTHWEST,70,PERKINS,135,20,
2007,END OF DEC,NEBRASKA,31,SOUTHWEST,70,RED WILLOW,145, (D),
2007,END OF DEC,NEVADA,32,NORTHEAST,30,ELKO,7, (D),
2007,END OF DEC,NEVADA,32,NORTHWEST,10,CHURCHILL,1, (D),
2007,END OF DEC,NEVADA,32,NORTHWEST,10,HUMBOLDT,13,363,
2007,END OF DEC,NEVADA,32,NORTHWEST,10,LYON,19,7,
2007,END OF DEC,NEVADA,32,NORTHWEST,10,PERSHING,27,203,
2007,END OF DEC,NEVADA,32,NORTHWEST,10,WASHOE,31,348,
2007,END OF DEC,NEVADA,32,SOUTH,80,CLARK,3,20,
2007,END OF DEC,NEVADA,32,SOUTH,80,NYE,23,8,
2007,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1, (D),
2007,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,33,
2007,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,272,
2007,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,17,
2007,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9, (D),
2007,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,562,
2007,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,99,
2007,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,182,
2007,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,94,
2007,END OF DEC,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,68,
2007,END OF DEC,NEW JERSEY,34,CENTRAL,50,BURLINGTON,5,233,
2007,END OF DEC,NEW JERSEY,34,CENTRAL,50,MERCER,21,194,
2007,END OF DEC,NEW JERSEY,34,CENTRAL,50,MIDDLESEX,23, (D),
2007,END OF DEC,NEW JERSEY,34,CENTRAL,50,MONMOUTH,25,253,
2007,END OF DEC,NEW JERSEY,34,CENTRAL,50,OCEAN,29,742,
2007,END OF DEC,NEW JERSEY,34,NORTH,20,BERGEN,3,18,
2007,END OF DEC,NEW JERSEY,34,NORTH,20,HUNTERDON,19,"1,024",
2007,END OF DEC,NEW JERSEY,34,NORTH,20,MORRIS,27,415,
2007,END OF DEC,NEW JERSEY,34,NORTH,20,PASSAIC,31,82,
2007,END OF DEC,NEW JERSEY,34,NORTH,20,SOMERSET,35,113,
2007,END OF DEC,NEW JERSEY,34,NORTH,20,SUSSEX,37,419,
2007,END OF DEC,NEW JERSEY,34,NORTH,20,WARREN,41,170,
2007,END OF DEC,NEW JERSEY,34,SOUTH,80,ATLANTIC,1,339,
2007,END OF DEC,NEW JERSEY,34,SOUTH,80,CAMDEN,7,22,
2007,END OF DEC,NEW JERSEY,34,SOUTH,80,CAPE MAY,9,17,
2007,END OF DEC,NEW JERSEY,34,SOUTH,80,CUMBERLAND,11,5,
2007,END OF DEC,NEW JERSEY,34,SOUTH,80,GLOUCESTER,15, (D),
2007,END OF DEC,NEW JERSEY,34,SOUTH,80,SALEM,33, (D),
2007,END OF DEC,NEW MEXICO,35,NORTHEAST,30,CURRY,9, (D),
2007,END OF DEC,NEW MEXICO,35,NORTHEAST,30,HARDING,21, (D),
2007,END OF DEC,NEW MEXICO,35,NORTHEAST,30,MORA,33,47,
2007,END OF DEC,NEW MEXICO,35,NORTHEAST,30,QUAY,37, (D),
2007,END OF DEC,NEW MEXICO,35,NORTHEAST,30,ROOSEVELT,41, (D),
2007,END OF DEC,NEW MEXICO,35,NORTHEAST,30,SAN MIGUEL,47,20,
2007,END OF DEC,NEW MEXICO,35,NORTHWEST,10,BERNALILLO,1,161,
2007,END OF DEC,NEW MEXICO,35,NORTHWEST,10,MCKINLEY,31,201,
2007,END OF DEC,NEW MEXICO,35,NORTHWEST,10,RIO ARRIBA,39,979,
2007,END OF DEC,NEW MEXICO,35,NORTHWEST,10,SAN JUAN,45,7,
2007,END OF DEC,NEW MEXICO,35,NORTHWEST,10,SANDOVAL,43,24,
2007,END OF DEC,NEW MEXICO,35,NORTHWEST,10,SANTA FE,49,6,
2007,END OF DEC,NEW MEXICO,35,NORTHWEST,10,TAOS,55,54,
2007,END OF DEC,NEW MEXICO,35,NORTHWEST,10,VALENCIA,61,52,
2007,END OF DEC,NEW MEXICO,35,SOUTHEAST,90,CHAVES,5,68,
2007,END OF DEC,NEW MEXICO,35,SOUTHEAST,90,DONA ANA,13,"9,262",
2007,END OF DEC,NEW MEXICO,35,SOUTHEAST,90,EDDY,15,3,
2007,END OF DEC,NEW MEXICO,35,SOUTHEAST,90,LINCOLN,27,9,
2007,END OF DEC,NEW MEXICO,35,SOUTHEAST,90,OTERO,35,14,
2007,END OF DEC,NEW MEXICO,35,SOUTHWEST,70,CATRON,3, (D),
2007,END OF DEC,NEW MEXICO,35,SOUTHWEST,70,GRANT,17, (D),
2007,END OF DEC,NEW MEXICO,35,SOUTHWEST,70,SIERRA,51,87,
2007,END OF DEC,NEW MEXICO,35,SOUTHWEST,70,SOCORRO,53,503,
2007,END OF DEC,NEW YORK,36,CENTRAL,50,CAYUGA,11,"2,828",
2007,END OF DEC,NEW YORK,36,CENTRAL,50,CHENANGO,17, (D),
2007,END OF DEC,NEW YORK,36,CENTRAL,50,CORTLAND,23, (D),
2007,END OF DEC,NEW YORK,36,CENTRAL,50,HERKIMER,43,"4,449",
2007,END OF DEC,NEW YORK,36,CENTRAL,50,MADISON,53,"1,627",
2007,END OF DEC,NEW YORK,36,CENTRAL,50,ONEIDA,65,"1,296",
2007,END OF DEC,NEW YORK,36,CENTRAL,50,ONONDAGA,67,818,
2007,END OF DEC,NEW YORK,36,CENTRAL,50,OSWEGO,75,286,
2007,END OF DEC,NEW YORK,36,CENTRAL,50,OTSEGO,77,479,
2007,END OF DEC,NEW YORK,36,EASTERN,60,ALBANY,1,151,
2007,END OF DEC,NEW YORK,36,EASTERN,60,FULTON,35,4,
2007,END OF DEC,NEW YORK,36,EASTERN,60,MONTGOMERY,57, (D),
2007,END OF DEC,NEW YORK,36,EASTERN,60,RENSSELAER,83,87,
2007,END OF DEC,NEW YORK,36,EASTERN,60,SARATOGA,91,339,
2007,END OF DEC,NEW YORK,36,EASTERN,60,SCHENECTADY,93,18,
2007,END OF DEC,NEW YORK,36,EASTERN,60,SCHOHARIE,95,754,
2007,END OF DEC,NEW YORK,36,EASTERN,60,WASHINGTON,115,"1,776",
2007,END OF DEC,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,208,
2007,END OF DEC,NEW YORK,36,NORTHEAST,30,CLINTON,19,199,
2007,END OF DEC,NEW YORK,36,NORTHEAST,30,ESSEX,31,20,
2007,END OF DEC,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,986,
2007,END OF DEC,NEW YORK,36,NORTHERN,20,JEFFERSON,45,"1,410",
2007,END OF DEC,NEW YORK,36,NORTHERN,20,LEWIS,49,328,
2007,END OF DEC,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,"1,055",
2007,END OF DEC,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,313,
2007,END OF DEC,NEW YORK,36,SOUTHEAST,90,DELAWARE,25,115,
2007,END OF DEC,NEW YORK,36,SOUTHEAST,90,DUTCHESS,27,301,
2007,END OF DEC,NEW YORK,36,SOUTHEAST,90,GREENE,39,837,
2007,END OF DEC,NEW YORK,36,SOUTHEAST,90,ORANGE,71,227,
2007,END OF DEC,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,9,
2007,END OF DEC,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,46,
2007,END OF DEC,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,41,
2007,END OF DEC,NEW YORK,36,SOUTHEAST,90,ULSTER,111,388,
2007,END OF DEC,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,51,
2007,END OF DEC,NEW YORK,36,SOUTHERN,80,BROOME,7,276,
2007,END OF DEC,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,40,
2007,END OF DEC,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,616,
2007,END OF DEC,NEW YORK,36,SOUTHERN,80,TIOGA,107,"1,485",
2007,END OF DEC,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,88,
2007,END OF DEC,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,837,
2007,END OF DEC,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9, (D),
2007,END OF DEC,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,"2,206",
2007,END OF DEC,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,"1,467",
2007,END OF DEC,NEW YORK,36,WESTERN,40,ERIE,29,397,
2007,END OF DEC,NEW YORK,36,WESTERN,40,GENESEE,37, (D),
2007,END OF DEC,NEW YORK,36,WESTERN,40,LIVINGSTON,51,341,
2007,END OF DEC,NEW YORK,36,WESTERN,40,MONROE,55,726,
2007,END OF DEC,NEW YORK,36,WESTERN,40,NIAGARA,63, (D),
2007,END OF DEC,NEW YORK,36,WESTERN,40,ONTARIO,69,325,
2007,END OF DEC,NEW YORK,36,WESTERN,40,ORLEANS,73,"1,899",
2007,END OF DEC,NEW YORK,36,WESTERN,40,SENECA,99,470,
2007,END OF DEC,NEW YORK,36,WESTERN,40,WAYNE,117, (D),
